domain,cluster_id,is_singleton
honda-lille.com,cluster_3,False
honda-strasbourg.com,cluster_3,False
honda-bordeaux.com,cluster_3,False
honda-melun.com,cluster_3,False
fmlogistic.cz,cluster_4,False
fmlogistic.com.br,cluster_4,False
fmlogistic.pl,cluster_4,False
fmlogistic.sk,cluster_4,False
fmlogistic.ro,cluster_4,False
fmlogistic.es,cluster_4,False
fmlogistic.it,cluster_4,False
fmlogistic.com.ua,cluster_4,False
aamcoglendaleoldtown.com,cluster_5,False
aamcoalbuquerque.com,cluster_5,False
aamcocatonsvillemd.com,cluster_5,False
aamcopottstownpa.com,cluster_5,False
aamcoescondido.com,cluster_5,False
aamcoredlandsca.com,cluster_5,False
aamcomanassasva.com,cluster_5,False
aamcohagerstownmd.com,cluster_5,False
aamcoscottsdaleroad.com,cluster_5,False
aamcoabingtonpa.com,cluster_5,False
aamcoanaheim.net,cluster_5,False
aamcodovernj.com,cluster_5,False
aamcowestpalmbeach.com,cluster_5,False
aamcoclaymontde.com,cluster_5,False
aamcoelcajon.com,cluster_5,False
aamconewwindsor.com,cluster_5,False
aamcosuffolkva.com,cluster_5,False
aamcophoenixcentral.com,cluster_5,False
aamcoeastmesa.com,cluster_5,False
aamcofortlauderdale-dixiehwy.com,cluster_5,False
aamcophilly-frankfordave.com,cluster_5,False
aamcohightstownnj.com,cluster_5,False
aamcoconyersga.com,cluster_5,False
aamcobristolpa.com,cluster_5,False
aamcolaurelmd.com,cluster_5,False
aamcobrookfieldwi.com,cluster_5,False
aamcomiddletownny.com,cluster_5,False
aamcobloomfield.com,cluster_5,False
aamcoutah.com,cluster_5,False
aamcosantaclaritaca.com,cluster_5,False
aamcoroslindalema.com,cluster_5,False
aamcoscottsdaleairpark.com,cluster_5,False
aamcowsa.com,cluster_5,False
aamcomiami-birdroad.com,cluster_5,False
aamcovancouver99.com,cluster_5,False
aamcoreadingpa.com,cluster_5,False
aamcorockvillemd.com,cluster_5,False
aamcospokanevalleywa.com,cluster_5,False
aamcorochesterny.com,cluster_5,False
aamcostuartfl.com,cluster_5,False
aamcooklahomacity-edmond.com,cluster_5,False
aamcohamptonva.com,cluster_5,False
aamcopompanobeach.com,cluster_5,False
aamconorthtampa.com,cluster_5,False
aamcobaltimore-pulaskihwy.com,cluster_5,False
aamcosantacruzca.com,cluster_5,False
aamcodallastx.com,cluster_5,False
aamcomorenovalley.com,cluster_5,False
aamcoglendalearrowhead.com,cluster_5,False
aamcoeastpointga.com,cluster_5,False
aamcophoenixville.com,cluster_5,False
aamcoaloha.com,cluster_5,False
aamcosanbernardinoca.com,cluster_5,False
aamconorthwestfwy-houston.com,cluster_5,False
aamcofeastervillepa.com,cluster_5,False
aamcospringfield.com,cluster_5,False
aamcoeuless.com,cluster_5,False
aamco-duluthga.com,cluster_5,False
aamcolubbock.com,cluster_5,False
aamcobearde.com,cluster_5,False
aamco-taylorsvilleut.com,cluster_5,False
aamcovirginiabeachva.com,cluster_5,False
aamcoalexandriava.com,cluster_5,False
aamcoelpaso-east.com,cluster_5,False
aamcowebstertx.com,cluster_5,False
aamcosandiego-missionbay.com,cluster_5,False
aamcohialeahfl.com,cluster_5,False
aamcocoronaca.com,cluster_5,False
aamcoviennava.com,cluster_5,False
aamcosilverspringmd.com,cluster_5,False
aamcoseguin.com,cluster_5,False
aamcomurraysouthsaltlakecity.com,cluster_5,False
aamcotwinfalls.com,cluster_5,False
aamcocolumbus-wbroadst.com,cluster_5,False
aamcoathensga.com,cluster_5,False
aamcoranchocucamonga.com,cluster_5,False
aamcoeverett.com,cluster_5,False
aamcofremontca.com,cluster_5,False
aamcometuchen.com,cluster_5,False
aamcotopekaks.com,cluster_5,False
aamcoportsmouthnh.com,cluster_5,False
aamcotulsa-memorial.com,cluster_5,False
aamcoeggharbortwp.com,cluster_5,False
aamcocarync.com,cluster_5,False
aamcovinelandnj.com,cluster_5,False
aamcocentraltampa.com,cluster_5,False
aamcomesacountryclub.com,cluster_5,False
aamcogolflinks.com,cluster_5,False
aamconsa.com,cluster_5,False
aamcobridgewater.com,cluster_5,False
aamcohemetca.com,cluster_5,False
aamcomilwaukieor.com,cluster_5,False
aamcolawrencevillega.com,cluster_5,False
aamcooklahomacity-yukon.com,cluster_5,False
aamcomorristown.com,cluster_5,False
aamcolakeworth.com,cluster_5,False
aamcoofupland.com,cluster_5,False
aamcolakeforestca.com,cluster_5,False
aamcoeugeneor.com,cluster_5,False
aamcocedarparktx.com,cluster_5,False
aamcotulsa-harvard.com,cluster_5,False
aamcoastoria.com,cluster_5,False
aamcofortlauderdale-plantation.com,cluster_5,False
aamcodelraybeach.com,cluster_5,False
aamcobrooklyn-atlanticave.com,cluster_5,False
aamcosignalhill.com,cluster_5,False
aamcowilliamsportpa.com,cluster_5,False
aamcoparkvillemd.com,cluster_5,False
aamcooaklandca.com,cluster_5,False
aamcocantonga.com,cluster_5,False
aamcomissouricitytx.com,cluster_5,False
aamcoahwatukee.com,cluster_5,False
aamcosouthsarasota.com,cluster_5,False
aamcotigard.com,cluster_5,False
aamcoorange.com,cluster_5,False
aamcomcdonoughga.com,cluster_5,False
aamcopomonaca.com,cluster_5,False
aamcoroundrocktx.com,cluster_5,False
aamcopatchogue.com,cluster_5,False
aamcophoenixnortheast.com,cluster_5,False
aamcospringfieldoh.com,cluster_5,False
aamcosouthtampa.com,cluster_5,False
aamcotransmissionpensacola.com,cluster_5,False
aamcosantarosa.com,cluster_5,False
aamcochino.com,cluster_5,False
aamcowarrentonva.com,cluster_5,False
aamcophoenixmaryvale.com,cluster_5,False
aamcosantaanaca.com,cluster_5,False
aamcoseattlewa.com,cluster_5,False
aamcolexingtoneast.com,cluster_5,False
aamcoglendaleca.com,cluster_5,False
aamcoaustin-burnetrd.com,cluster_5,False
aamcomarietta-cobbparkway.com,cluster_5,False
aamcopembroke.com,cluster_5,False
aamcolexingtonwest.com,cluster_5,False
aamcohuntingtonbeachca.com,cluster_5,False
aamcohackettstown.com,cluster_5,False
aamcosandiego-miramar.com,cluster_5,False
aamcoroanokeva.com,cluster_5,False
aamcoconcordnh.com,cluster_5,False
aamcopasadenatx.com,cluster_5,False
aamcokansascitysouth.com,cluster_5,False
aamcobrooklyn-ralphave.com,cluster_5,False
aamcotempe.com,cluster_5,False
aamcobronx.com,cluster_5,False
aamcotransmissionsknoxville-kingstonpike.com,cluster_5,False
aamcopasadenaca.com,cluster_5,False
aamcoburbank.com,cluster_5,False
aamcocorvallisor.com,cluster_5,False
aamcowalnutcreekca.com,cluster_5,False
aamcodowneyca.com,cluster_5,False
aamcocovinaca.com,cluster_5,False
aamcopeoria-az.com,cluster_5,False
aamcomorganhill.com,cluster_5,False
aamcoantiochca.com,cluster_5,False
aamcoeastonpa.com,cluster_5,False
aamcodelran.com,cluster_5,False
aamcopennsaukennj.com,cluster_5,False
aamcowoodstock-mainst.com,cluster_5,False
aamcokcnorth.com,cluster_5,False
aamcochannelviewtx.com,cluster_5,False
aamcomcallen.com,cluster_5,False
aamcowestbroward.com,cluster_5,False
aamcostroudsburg.com,cluster_5,False
aamcovictorvilleca.com,cluster_5,False
aamcocollegestationtx.com,cluster_5,False
aamcooklahomacity-northwest.com,cluster_5,False
aamcotulsa-brokenarrow.com,cluster_5,False
aamcofrederickmd.com,cluster_5,False
aamcomanchesterct.com,cluster_5,False
aamconorwalk.com,cluster_5,False
aamcocharlottesville.com,cluster_5,False
aamcoeastbrunswick.com,cluster_5,False
aamcolexingtonparkmd.com,cluster_5,False
aamcogaithersburgmd.com,cluster_5,False
aamcofontanaca.com,cluster_5,False
aamcoinglewoodca.com,cluster_5,False
aamcowashingtondc.com,cluster_5,False
aamcola-culvercity.com,cluster_5,False
aamcosouthloopautorepair.com,cluster_5,False
aamconewportnews.com,cluster_5,False
aamcopuyallupwa.com,cluster_5,False
aamcolongbeachca.com,cluster_5,False
aamcomorrisvillepa.com,cluster_5,False
aamcospringfieldva.com,cluster_5,False
aamcocolumbus-clevelandave.com,cluster_5,False
aamcosalemor.com,cluster_5,False
aamcosanrafaelca.com,cluster_5,False
aamcobradenton.com,cluster_5,False
aamco-chesapeakeva.com,cluster_5,False
aamcohouston-veteransmemorial.com,cluster_5,False
aamconorthridgeca.com,cluster_5,False
aamcoconcord.com,cluster_5,False
aamcoblog.com,cluster_5,False
aamcosurprise.com,cluster_5,False
aamcowoodbridgeva.com,cluster_5,False
aamcorandallstownmd.com,cluster_5,False
aamcotemeculaca.com,cluster_5,False
aamcocapistranobeachca.com,cluster_5,False
aamcostatenisland.com,cluster_5,False
aamcoerlanger.com,cluster_5,False
invisalign.co.il,cluster_6,False
invisalign.co.kr,cluster_6,False
invisalign.it,cluster_6,False
invisalign.de,cluster_6,False
invisalign.fr,cluster_6,False
invisalign.co.uk,cluster_6,False
invisalign.ch,cluster_6,False
invisalign.ae,cluster_6,False
toyotagocmenturk.com.tr,cluster_7,False
toyotaefe.com.tr,cluster_7,False
toyotatokullar.com.tr,cluster_7,False
toyotaaydogan.com.tr,cluster_7,False
toyotaotojen.com.tr,cluster_7,False
toyotamezcar.com.tr,cluster_7,False
toyotaakkoyunlu.com.tr,cluster_7,False
toyotaboranlar.com.tr,cluster_7,False
toyotasandikci.com.tr,cluster_7,False
toyotaderinderekocak.com.tr,cluster_7,False
toyotabakircilarfethiye.com.tr,cluster_7,False
toyotaaktoy.com.tr,cluster_7,False
toyotayoruk.com.tr,cluster_7,False
toyotayatumugla.com.tr,cluster_7,False
toyotaer.com.tr,cluster_7,False
toyotaparmaksizlar.com.tr,cluster_7,False
toyotasamlioglu.com.tr,cluster_7,False
toyotatoyan.com.tr,cluster_7,False
toyotayatubodrum.com.tr,cluster_7,False
toyotayigitvar.com.tr,cluster_7,False
toyotaonatca.com.tr,cluster_7,False
toyotahizel.com.tr,cluster_7,False
toyota-s.co.il,cluster_7,False
toyotagoktepe.com.tr,cluster_7,False
toyotaakten.com.tr,cluster_7,False
toyotakocaelikaya.com.tr,cluster_7,False
toyotasonkar.com.tr,cluster_7,False
toyotamici.com.tr,cluster_7,False
toyota-innviertel.at,cluster_7,False
toyotanatas.com.tr,cluster_7,False
toyota-handler.at,cluster_7,False
toyotakar.com.tr,cluster_7,False
toyota-ulrichshofer.at,cluster_7,False
toyotacetas.com.tr,cluster_7,False
toyotaborovali.com.tr,cluster_7,False
toyota-bauer.at,cluster_7,False
toyotaaykon.com.tr,cluster_7,False
toyotacavdarli.com.tr,cluster_7,False
toyotakuzen.com.tr,cluster_7,False
toyotasarar.com.tr,cluster_7,False
toyotaelpa.com.tr,cluster_7,False
toyotaoztoprakhatay.com.tr,cluster_7,False
pkf-dominicana.com,cluster_8,False
pkflesotho.com,cluster_8,False
pkfsingapore.com,cluster_8,False
pkf-hk.com,cluster_8,False
pkfcr.co.nz,cluster_8,False
pkf.dk,cluster_8,False
pkfboi.nz,cluster_8,False
pkf.co.uk,cluster_8,False
pkf.swiss,cluster_8,False
pkfcaribbean.com,cluster_8,False
nestle.se,cluster_9,False
nestle.do,cluster_9,False
nestle.dk,cluster_9,False
nestle.com.pe,cluster_9,False
nestle.pl,cluster_9,False
nestle.at,cluster_9,False
nestle.com.bd,cluster_9,False
nestle-mena.com,cluster_9,False
nestle.com.uy,cluster_9,False
nestle.ch,cluster_9,False
nestle.no,cluster_9,False
nestle.lt,cluster_9,False
nestle.ua,cluster_9,False
nestle.com.ve,cluster_9,False
nestle.com.tw,cluster_9,False
nestle.bg,cluster_9,False
nestle.co.nz,cluster_9,False
nestle.mk,cluster_9,False
nestle.com.bo,cluster_9,False
nestle.com.vn,cluster_9,False
nestle.ba,cluster_9,False
nestle-caribbean.com,cluster_9,False
nestle.com.ar,cluster_9,False
nestle.com.sg,cluster_9,False
nestle-esar.com,cluster_9,False
nestle.hr,cluster_9,False
nestle.ir,cluster_9,False
nestle.ro,cluster_9,False
nestle.com.py,cluster_9,False
nestle.si,cluster_9,False
nestle.co.kr,cluster_9,False
nestle.fi,cluster_9,False
toyota-magny.fr,cluster_10,False
toyota-annecy.fr,cluster_10,False
toyota-rillieux.fr,cluster_10,False
toyota-corbeil.fr,cluster_10,False
toyota-lyonsud.fr,cluster_10,False
toyota-givors.fr,cluster_10,False
toyota-montluel.fr,cluster_10,False
toyota-paris5.fr,cluster_10,False
toyota-chartres.fr,cluster_10,False
greatplacetowork.mu,cluster_11,False
greatplacetowork.es,cluster_11,False
greatplacetowork.com.py,cluster_11,False
greatplacetowork.com.bo,cluster_11,False
greatplacetowork.com.uy,cluster_11,False
greatplacetowork.lu,cluster_11,False
greatplacetowork.com.co,cluster_11,False
greatplacetowork.pl,cluster_11,False
greatplacetowork.com.ve,cluster_11,False
greatplacetowork.pt,cluster_11,False
greatplacetowork.co.kr,cluster_11,False
greatplacetowork.co.ke,cluster_11,False
greatplacetowork.be,cluster_11,False
greatplacetowork.com.pe,cluster_11,False
greatplacetowork.com.mm,cluster_11,False
greatplacetowork.at,cluster_11,False
greatplacetowork.cn,cluster_11,False
greatplacetowork.fr,cluster_11,False
stosignature.com,cluster_12,False
stoag.ch,cluster_12,False
sto-sea.com,cluster_12,False
sto.com.tr,cluster_12,False
stoitalia.it,cluster_12,False
sto.hr,cluster_12,False
sto.hu,cluster_12,False
sto.fi,cluster_12,False
sto.es,cluster_12,False
servier.com.ar,cluster_13,False
servier.pl,cluster_13,False
servier.gr,cluster_13,False
servier.ge,cluster_13,False
servier.at,cluster_13,False
servier.com.ph,cluster_13,False
servier.vn,cluster_13,False
servier.ua,cluster_13,False
servier.bg,cluster_13,False
servier.com.pa,cluster_13,False
servier.co.id,cluster_13,False
servier.pt,cluster_13,False
servier.co.za,cluster_13,False
servier.it,cluster_13,False
servier.co.th,cluster_13,False
servier.si,cluster_13,False
servier.es,cluster_13,False
servier.hu,cluster_13,False
servier.com.br,cluster_13,False
servier.co.uk,cluster_13,False
servier.sk,cluster_13,False
veolia.bg,cluster_14,False
veoliawatertechnologies.fr,cluster_14,False
veolia.be,cluster_14,False
veolia.ca,cluster_14,False
veolia.am,cluster_14,False
veoliawatertechnologies.pl,cluster_14,False
veolianorthamerica.com,cluster_14,False
veolia.com.gh,cluster_14,False
veolia.co.za,cluster_14,False
veolia.de,cluster_14,False
veolia.pt,cluster_14,False
veolia.sk,cluster_14,False
veolia.ie,cluster_14,False
veolia.fi,cluster_14,False
biothanesolutions.com,cluster_14,False
veolia.co.uk,cluster_14,False
veolia.es,cluster_14,False
veolia.fr,cluster_14,False
veolia.jp,cluster_14,False
veolia.in,cluster_14,False
veolia.pl,cluster_14,False
veolia.ma,cluster_14,False
veolia.nl,cluster_14,False
veoliawatertechnologies.de,cluster_14,False
veoliawatertechnologies.it,cluster_14,False
veoliawatertech.com,cluster_14,False
veoliawatertechnologies.es,cluster_14,False
veoliawatertechnologies.fi,cluster_14,False
veolia.cz,cluster_14,False
veolia.com.ru,cluster_14,False
krugerkaldnes.no,cluster_14,False
veolia.cn,cluster_14,False
veolia.com.sg,cluster_14,False
pkf.com.tr,cluster_15,False
pkf.jo,cluster_15,False
crif.hk,cluster_16,False
crif.pl,cluster_16,False
crif.cz,cluster_16,False
crif.ch,cluster_16,False
crif.com.tr,cluster_16,False
bakertilly.cl,cluster_17,False
bakertilly.fr,cluster_17,False
ibc-solar.co.za,cluster_18,False
ibc-solar.jp,cluster_18,False
ibc-solar.pl,cluster_18,False
ibc-solar.nl,cluster_18,False
ibc-solar.cz,cluster_18,False
ibc-solar.es,cluster_18,False
ibc-solar.it,cluster_18,False
culliganflint.com,cluster_19,False
culligangrandisland.com,cluster_19,False
culligantoledo.com,cluster_19,False
culliganromeo.com,cluster_19,False
culliganchampaign.com,cluster_19,False
culliganallegan.com,cluster_19,False
culliganindiana.com,cluster_19,False
culliganofofallon.com,cluster_19,False
culliganjanesville.com,cluster_19,False
culliganofpeoria.com,cluster_19,False
culligansouthwest.com,cluster_19,False
culliganofwestbranch.com,cluster_19,False
culliganmidmichigan.com,cluster_19,False
culliganalbionhillsdale.com,cluster_19,False
culliganiowa.com,cluster_19,False
culligancentralindiana.com,cluster_19,False
culliganofidaho.com,cluster_19,False
culliganwaterbillings.com,cluster_19,False
culliganwooster.com,cluster_19,False
culliganwi.com,cluster_19,False
culliganillinoisvalley.com,cluster_19,False
culliganregina.com,cluster_19,False
culliganporthuron.com,cluster_19,False
culliganillinois.com,cluster_19,False
culliganhoriconwatertown.com,cluster_19,False
culliganminneapolis.com,cluster_19,False
culligannc.com,cluster_19,False
culliganmoseslake.com,cluster_19,False
drinkculligan.com,cluster_19,False
culliganwt.com,cluster_19,False
culligansanantonio.com,cluster_19,False
culligankennewick.com,cluster_19,False
culliganheartland.com,cluster_19,False
culliganwatertreatment.com,cluster_19,False
culligansiouxcity.com,cluster_19,False
culliganwaterstillwater.com,cluster_19,False
culligandelavan.com,cluster_19,False
culliganwaterwyoming.com,cluster_19,False
culligancountry.com,cluster_19,False
culligantucson.com,cluster_19,False
rockvalleyculligan.com,cluster_19,False
allthingswater.com,cluster_19,False
culligangrandrapids.com,cluster_19,False
culligantotalwater.com,cluster_19,False
culliganwaterwestbend.com,cluster_19,False
culliganofsouthwestwisconsin.com,cluster_19,False
culliganchicago.com,cluster_19,False
culliganwheaton.com,cluster_19,False
culliganmarlette.com,cluster_19,False
culliganfresnolindsay.com,cluster_19,False
culliganmonroe.com,cluster_19,False
culliganstlouis.com,cluster_19,False
culliganofmerrillville.com,cluster_19,False
culliganmarion.com,cluster_19,False
culliganofnashville.com,cluster_19,False
culligangeneva.com,cluster_19,False
culliganatlanta.com,cluster_19,False
culligannation.com,cluster_19,False
vettersculliganwater.com,cluster_19,False
culliganlansing.com,cluster_19,False
culliganbrighton.com,cluster_19,False
culliganlacrosse.com,cluster_19,False
culliganwisconsin.com,cluster_19,False
culliganslc.com,cluster_19,False
culliganmichigan.com,cluster_19,False
culliganquadcities.com,cluster_19,False
culliganlasvegas.com,cluster_19,False
culliganadvantage.com,cluster_19,False
culligantotalwateriowa.com,cluster_19,False
culliganphoenix.com,cluster_19,False
culliganlemars.com,cluster_19,False
culliganwaterburlington.com,cluster_19,False
culliganwaternebraska.com,cluster_19,False
culliganh2o.com,cluster_19,False
culligantotalwaterbaraboo.com,cluster_19,False
airbnb.com.ar,cluster_20,False
airbnb.be,cluster_20,False
airbnb.ca,cluster_20,False
airbnb.com.co,cluster_20,False
airbnb.com.vn,cluster_20,False
airbnb.com.bo,cluster_20,False
airbnb.com.au,cluster_20,False
airbnb.am,cluster_20,False
airbnb.ba,cluster_20,False
airbnb.com.tw,cluster_20,False
airbnb.co.in,cluster_20,False
airbnb.co.kr,cluster_20,False
airbnb.com.hk,cluster_20,False
airbnb.si,cluster_20,False
airbnb.hu,cluster_20,False
airbnb.ie,cluster_20,False
airbnb.ru,cluster_20,False
airbnb.com.ro,cluster_20,False
airbnb.com.pe,cluster_20,False
airbnb.co.id,cluster_20,False
airbnb.jp,cluster_20,False
airbnb.fr,cluster_20,False
airbnb.rs,cluster_20,False
airbnb.dk,cluster_20,False
airbnb.no,cluster_20,False
airbnb.nl,cluster_20,False
airbnb.com.br,cluster_20,False
airbnb.cz,cluster_20,False
airbnb.cl,cluster_20,False
veka.fr,cluster_21,False
veka.bg,cluster_21,False
veka.pt,cluster_21,False
bbraun.pk,cluster_22,False
bbraun.co.uk,cluster_22,False
bbraun.com.vn,cluster_22,False
bbraun.ph,cluster_22,False
bbraun.com.ar,cluster_22,False
bbraun.com.tr,cluster_22,False
bbraun.se,cluster_22,False
bbraun.co.th,cluster_22,False
bbraun.com.tw,cluster_22,False
bbraun.rs,cluster_22,False
bbraun.dk,cluster_22,False
bbraun-vetcare.pt,cluster_22,False
bbraun.co.za,cluster_22,False
bbraun.no,cluster_22,False
bbraun.com.py,cluster_22,False
bbraun.nl,cluster_22,False
bbraun.co,cluster_22,False
bbraun.lv,cluster_22,False
bbraun.cl,cluster_22,False
bbraun.lt,cluster_22,False
bbraun.ae,cluster_22,False
bbraun.cz,cluster_22,False
bbraun.co.in,cluster_22,False
bbraun.ca,cluster_22,False
bbraun.be,cluster_22,False
bbraun.co.kr,cluster_22,False
bbraun-vetcare.nl,cluster_22,False
bbraun.ec,cluster_22,False
bbraun.pt,cluster_22,False
bbraun.hr,cluster_22,False
bbraun.com.my,cluster_22,False
bbraun.fi,cluster_22,False
bbraun.hu,cluster_22,False
bbraun.com.br,cluster_22,False
bbraun.pe,cluster_22,False
bbraun.ro,cluster_22,False
inductothermhw.com,cluster_23,False
inductotherm.ca,cluster_23,False
inductothermgroup.com.br,cluster_23,False
cdviberica.com,cluster_24,False
cdvi.ch,cluster_24,False
cdvi.fr,cluster_24,False
cdvi.se,cluster_24,False
cdvi.de,cluster_24,False
